Año,Date,Open,High,Low,Close,Adj Close,Volume,,,,,,,,,,
2017,05/10/2017,"4,229.87988","4,362.64014","4,164.04981","4,328.41016","4,328.41016","1,161,769,984",,,,,,,,,,
2017,06/10/2017,"4,324.45996","4,413.27002","4,320.52979","4,370.81006","4,370.81006","1,069,939,968",,,,,,,,,,
2017,07/10/2017,"4,369.35010","4,443.87988","4,321.04981","4,426.89014","4,426.89014","906,928,000",,,,,,,,,,
2017,08/10/2017,"4,429.66992","4,624.14014","4,405.64014","4,610.47998","4,610.47998","1,313,869,952",,,,,,,,,,
2017,09/10/2017,"4,614.52002","4,878.70996","4,564.25000","4,772.02002","4,772.02002","1,968,739,968",,,,,,,,,,
2017,10/10/2017,"4,776.20996","4,922.16992","4,765.10010","4,781.99023","4,781.99023","1,597,139,968",,,,,,,,,,
2017,11/10/2017,"4,789.25000","4,873.72998","4,751.62988","4,826.47998","4,826.47998","1,222,279,936",,,,,,,,,,
2017,12/10/2017,"4,829.58008","5,446.91016","4,822.00000","5,446.91016","5,446.91016","2,791,610,112",,,,,,,,,,
2017,13/10/2017,"5,464.16016","5,840.29981","5,436.85010","5,647.20996","5,647.20996","3,615,480,064",,,,,,,,,,
2017,14/10/2017,"5,643.52979","5,837.70020","5,591.64014","5,831.79004","5,831.79004","1,669,030,016",,,,,,,,,,
2017,15/10/2017,"5,835.95996","5,852.47998","5,478.60986","5,678.18994","5,678.18994","1,976,039,936",,,,,,,,,,
2017,16/10/2017,"5,687.56982","5,776.22998","5,544.20996","5,725.58984","5,725.58984","2,008,070,016",,,,,,,,,,
2017,17/10/2017,"5,741.58008","5,800.35010","5,472.72022","5,605.50977","5,605.50977","1,821,570,048",,,,,,,,,,
2017,18/10/2017,"5,603.81982","5,603.81982","5,151.43994","5,590.68994","5,590.68994","2,399,269,888",,,,,,,,,,
2017,19/10/2017,"5,583.74023","5,744.35010","5,531.06006","5,708.52002","5,708.52002","1,780,540,032",,,,,,,,,,
2017,20/10/2017,"5,708.10986","6,060.10986","5,627.22998","6,011.45020","6,011.45020","2,354,429,952",,,,,,,,,,
2017,21/10/2017,"5,996.79004","6,194.87988","5,965.06982","6,031.60010","6,031.60010","2,207,099,904",,,,,,,,,,
2017,22/10/2017,"6,036.66016","6,076.25977","5,792.33984","6,008.41992","6,008.41992","2,034,630,016",,,,,,,,,,
2017,23/10/2017,"6,006.00000","6,075.58984","5,732.47022","5,930.31982","5,930.31982","2,401,840,128",,,,,,,,,,
2017,24/10/2017,"5,935.52002","5,935.52002","5,504.18018","5,526.64014","5,526.64014","2,735,699,968",,,,,,,,,,
2017,25/10/2017,"5,524.60010","5,754.33008","5,397.87988","5,750.79981","5,750.79981","1,966,989,952",,,,,,,,,,
2017,26/10/2017,"5,747.95020","5,976.79981","5,721.22022","5,904.83008","5,904.83008","1,905,040,000",,,,,,,,,,
2017,27/10/2017,"5,899.74023","5,988.39014","5,728.81982","5,780.89990","5,780.89990","1,710,130,048",,,,,,,,,,
2017,28/10/2017,"5,787.81982","5,876.72022","5,689.18994","5,753.08984","5,753.08984","1,403,920,000",,,,,,,,,,
2017,29/10/2017,"5,754.43994","6,255.70996","5,724.58008","6,153.85010","6,153.85010","2,859,040,000",,,,,,,,,,
2017,30/10/2017,"6,114.85010","6,214.99023","6,040.85010","6,130.52979","6,130.52979","1,772,150,016",,,,,,,,,,
2017,31/10/2017,"6,132.02002","6,470.43018","6,103.33008","6,468.39990","6,468.39990","2,311,379,968",,,,,,,,,,
2017,01/11/2017,"6,440.97022","6,767.31006","6,377.87988","6,767.31006","6,767.31006","2,870,320,128",,,,,,,,,,
2017,02/11/2017,"6,777.77002","7,367.33008","6,758.72022","7,078.50000","7,078.50000","4,653,770,240",,,,,,,,,,
2017,03/11/2017,"7,087.52979","7,461.29004","7,002.93994","7,207.75977","7,207.75977","3,369,860,096",,,,,,,,,,
2017,04/11/2017,"7,164.47998","7,492.85986","7,031.27979","7,379.95020","7,379.95020","2,483,800,064",,,,,,,,,,
2017,05/11/2017,"7,404.52002","7,617.47998","7,333.18994","7,407.41016","7,407.41016","2,380,410,112",,,,,,,,,,
2017,06/11/2017,"7,403.22022","7,445.77002","7,007.31006","7,022.75977","7,022.75977","3,111,899,904",,,,,,,,,,
2017,07/11/2017,"7,023.10010","7,253.31982","7,023.10010","7,144.37988","7,144.37988","2,326,340,096",,,,,,,,,,
2017,08/11/2017,"7,141.37988","7,776.41992","7,114.02002","7,459.68994","7,459.68994","4,602,200,064",,,,,,,,,,
2017,09/11/2017,"7,446.83008","7,446.83008","7,101.52002","7,143.58008","7,143.58008","3,226,249,984",,,,,,,,,,
2017,10/11/2017,"7,173.72998","7,312.00000","6,436.87012","6,618.14014","6,618.14014","5,208,249,856",,,,,,,,,,
2017,11/11/2017,"6,618.60986","6,873.14990","6,204.22022","6,357.60010","6,357.60010","4,908,680,192",,,,,,,,,,
2017,12/11/2017,"6,295.45020","6,625.04981","5,519.00977","5,950.06982","5,950.06982","8,957,349,888",,,,,,,,,,
2017,13/11/2017,"5,938.25000","6,811.18994","5,844.29004","6,559.49023","6,559.49023","6,263,249,920",,,,,,,,,,
2017,14/11/2017,"6,561.47998","6,764.97998","6,461.75000","6,635.75000","6,635.75000","3,197,110,016",,,,,,,,,,
2017,15/11/2017,"6,634.75977","7,342.25000","6,634.75977","7,315.54004","7,315.54004","4,200,880,128",,,,,,,,,,
2017,16/11/2017,"7,323.24023","7,967.37988","7,176.58008","7,871.68994","7,871.68994","5,123,809,792",,,,,,,,,,
2017,17/11/2017,"7,853.56982","8,004.58984","7,561.08984","7,708.99023","7,708.99023","4,651,670,016",,,,,,,,,,
2017,18/11/2017,"7,697.20996","7,884.99023","7,463.43994","7,790.14990","7,790.14990","3,667,190,016",,,,,,,,,,
2017,19/11/2017,"7,766.02979","8,101.91016","7,694.10010","8,036.49023","8,036.49023","3,149,319,936",,,,,,,,,,
2017,20/11/2017,"8,039.06982","8,336.86035","7,949.35986","8,200.63965","8,200.63965","3,488,450,048",,,,,,,,,,
2017,21/11/2017,"8,205.74023","8,348.66016","7,762.70996","8,071.25977","8,071.25977","4,277,609,984",,,,,,,,,,
2017,22/11/2017,"8,077.95020","8,302.25977","8,075.47022","8,253.54981","8,253.54981","3,633,530,112",,,,,,,,,,
2017,23/11/2017,"8,232.37988","8,267.40039","8,038.77002","8,038.77002","8,038.77002","4,225,179,904",,,,,,,,,,
2017,24/11/2017,"8,074.02002","8,374.16016","7,940.93018","8,253.69043","8,253.69043","5,058,610,176",,,,,,,,,,
2017,25/11/2017,"8,241.70996","8,790.91992","8,191.14990","8,790.91992","8,790.91992","4,342,060,032",,,,,,,,,,
2017,26/11/2017,"8,789.04004","9,522.92969","8,775.58984","9,330.54981","9,330.54981","5,475,579,904",,,,,,,,,,
2017,27/11/2017,"9,352.71973","9,818.34961","9,352.71973","9,818.34961","9,818.34961","5,653,320,192",,,,,,,,,,
2017,28/11/2017,"9,823.42969","10,125.70020","9,736.29981","10,058.79981","10,058.79981","6,348,819,968",,,,,,,,,,
2017,29/11/2017,"10,077.40039","11,517.40039","9,601.03027","9,888.61035","9,888.61035","11,568,799,744",,,,,,,,,,
2017,30/11/2017,"9,906.79004","10,801.00000","9,202.04981","10,233.59961","10,233.59961","8,310,689,792",,,,,,,,,,
2017,01/12/2017,"10,198.59961","11,046.70020","9,694.65039","10,975.59961","10,975.59961","6,783,119,872",,,,,,,,,,
2017,02/12/2017,"10,978.29981","11,320.20020","10,905.09961","11,074.59961","11,074.59961","5,138,500,096",,,,,,,,,,
2017,03/12/2017,"11,082.70020","11,858.70020","10,862.00000","11,323.20020","11,323.20020","6,608,309,760",,,,,,,,,,
2017,04/12/2017,"11,315.40039","11,657.20020","11,081.79981","11,657.20020","11,657.20020","6,132,409,856",,,,,,,,,,
2017,05/12/2017,"11,685.70020","12,032.00000","11,604.59961","11,916.70020","11,916.70020","6,895,260,160",,,,,,,,,,
2017,06/12/2017,"11,923.40039","14,369.09961","11,923.40039","14,291.50000","14,291.50000","12,656,300,032",,,,,,,,,,
2017,07/12/2017,"14,266.09961","17,899.69922","14,057.29981","17,899.69922","17,899.69922","17,950,699,520",,,,,,,,,,
2017,08/12/2017,"17,802.90039","18,353.40039","14,336.90039","16,569.40039","16,569.40039","21,135,998,976",,,,,,,,,,
2017,09/12/2017,"16,523.30078","16,783.00000","13,674.90039","15,178.20020","15,178.20020","13,911,300,096",,,,,,,,,,
2017,10/12/2017,"15,168.40039","15,850.59961","13,226.59961","15,455.40039","15,455.40039","13,433,299,968",,,,,,,,,,
2017,11/12/2017,"15,427.40039","17,513.90039","15,404.79981","16,936.80078","16,936.80078","12,153,900,032",,,,,,,,,,
2017,12/12/2017,"16,919.80078","17,781.80078","16,571.59961","17,415.40039","17,415.40039","14,603,799,552",,,,,,,,,,
2017,13/12/2017,"17,500.00000","17,653.09961","16,039.70020","16,408.19922","16,408.19922","12,976,900,096",,,,,,,,,,
2017,14/12/2017,"16,384.59961","17,085.80078","16,185.90039","16,564.00000","16,564.00000","13,777,399,808",,,,,,,,,,
2017,15/12/2017,"16,601.30078","18,154.09961","16,601.30078","17,706.90039","17,706.90039","14,309,999,616",,,,,,,,,,
2017,16/12/2017,"17,760.30078","19,716.69922","17,515.30078","19,497.40039","19,497.40039","12,740,599,808",,,,,,,,,,
2017,17/12/2017,"19,475.80078","20,089.00000","18,974.09961","19,140.80078","19,140.80078","13,314,599,936",,,,,,,,,,
2017,18/12/2017,"19,106.40039","19,371.00000","18,355.90039","19,114.19922","19,114.19922","14,839,499,776",,,,,,,,,,
2017,19/12/2017,"19,118.30078","19,177.80078","17,275.40039","17,776.69922","17,776.69922","16,894,499,840",,,,,,,,,,
2017,20/12/2017,"17,760.30078","17,934.69922","16,077.70020","16,624.59961","16,624.59961","22,149,699,584",,,,,,,,,,
2017,21/12/2017,"16,642.40039","17,567.69922","15,342.70020","15,802.90039","15,802.90039","16,516,599,808",,,,,,,,,,
2017,22/12/2017,"15,898.00000","15,943.40039","11,833.00000","13,831.79981","13,831.79981","22,197,999,616",,,,,,,,,,
2017,23/12/2017,"13,948.70020","15,603.20020","13,828.79981","14,699.20020","14,699.20020","13,086,000,128",,,,,,,,,,
2017,24/12/2017,"14,608.20020","14,626.00000","12,747.70020","13,925.79981","13,925.79981","11,572,299,776",,,,,,,,,,
2017,25/12/2017,"13,995.90039","14,593.00000","13,448.90039","14,026.59961","14,026.59961","10,664,699,904",,,,,,,,,,
2017,26/12/2017,"14,036.59961","16,461.19922","14,028.90039","16,099.79981","16,099.79981","13,454,300,160",,,,,,,,,,
2017,27/12/2017,"16,163.50000","16,930.90039","15,114.29981","15,838.50000","15,838.50000","12,487,600,128",,,,,,,,,,
2017,28/12/2017,"15,864.09961","15,888.40039","13,937.29981","14,606.50000","14,606.50000","12,336,499,712",,,,,,,,,,
2017,29/12/2017,"14,695.79981","15,279.00000","14,307.00000","14,656.20020","14,656.20020","13,025,500,160",,,,,,,,,,
2017,30/12/2017,"14,681.90039","14,681.90039","12,350.09961","12,952.20020","12,952.20020","14,452,599,808",,,,,,,,,,
2017,31/12/2017,"12,897.70020","14,377.40039","12,755.59961","14,156.40039","14,156.40039","12,136,299,520",,,,,,,,,,
2018,01/01/2018,"14,112.20020","14,112.20020","13,154.70020","13,657.20020","13,657.20020","10,291,200,000",,,,,,,,,,
2018,02/01/2018,"13,625.00000","15,444.59961","13,163.59961","14,982.09961","14,982.09961","16,846,600,192",,,,,,,,,,
2018,03/01/2018,"14,978.20020","15,572.79981","14,844.50000","15,201.00000","15,201.00000","16,871,900,160",,,,,,,,,,
2018,04/01/2018,"15,270.70020","15,739.70020","14,522.20020","15,599.20020","15,599.20020","21,783,199,744",,,,,,,,,,
2018,05/01/2018,"15,477.20020","17,705.19922","15,202.79981","17,429.50000","17,429.50000","23,840,899,072",,,,,,,,,,
2018,06/01/2018,"17,462.09961","17,712.40039","16,764.59961","17,527.00000","17,527.00000","18,314,600,448",,,,,,,,,,
2018,07/01/2018,"17,527.30078","17,579.59961","16,087.70020","16,477.59961","16,477.59961","15,866,000,384",,,,,,,,,,
2018,08/01/2018,"16,476.19922","16,537.90039","14,208.20020","15,170.09961","15,170.09961","18,413,899,776",,,,,,,,,,
2018,09/01/2018,"15,123.70020","15,497.50000","14,424.00000","14,595.40039","14,595.40039","16,659,999,744",,,,,,,,,,
2018,10/01/2018,"14,588.50000","14,973.29981","13,691.20020","14,973.29981","14,973.29981","18,500,800,512",,,,,,,,,,
2018,11/01/2018,"14,968.20020","15,018.79981","13,105.90039","13,405.79981","13,405.79981","16,534,099,968",,,,,,,,,,
2018,12/01/2018,"13,453.90039","14,229.90039","13,158.09961","13,980.59961","13,980.59961","12,065,699,840",,,,,,,,,,
2018,13/01/2018,"13,952.40039","14,659.50000","13,952.40039","14,360.20020","14,360.20020","12,763,599,872",,,,,,,,,,
2018,14/01/2018,"14,370.79981","14,511.79981","13,268.00000","13,772.00000","13,772.00000","11,084,099,584",,,,,,,,,,
2018,15/01/2018,"13,767.29981","14,445.50000","13,641.70020","13,819.79981","13,819.79981","12,750,799,872",,,,,,,,,,
2018,16/01/2018,"13,836.09961","13,843.09961","10,194.90039","11,490.50000","11,490.50000","18,853,799,936",,,,,,,,,,
2018,17/01/2018,"11,431.09961","11,678.00000","9,402.29004","11,188.59961","11,188.59961","18,830,600,192",,,,,,,,,,
2018,18/01/2018,"11,198.79981","12,107.29981","10,942.50000","11,474.90039","11,474.90039","15,020,399,616",,,,,,,,,,
2018,19/01/2018,"11,429.79981","11,992.79981","11,172.09961","11,607.40039","11,607.40039","10,740,400,128",,,,,,,,,,
2018,20/01/2018,"11,656.20020","13,103.00000","11,656.20020","12,899.20020","12,899.20020","11,801,700,352",,,,,,,,,,
2018,21/01/2018,"12,889.20020","12,895.90039","11,288.20020","11,600.09961","11,600.09961","9,935,179,776",,,,,,,,,,
2018,22/01/2018,"11,633.09961","11,966.40039","10,240.20020","10,931.40039","10,931.40039","10,537,400,320",,,,,,,,,,
2018,23/01/2018,"10,944.50000","11,377.59961","10,129.70020","10,868.40039","10,868.40039","9,660,609,536",,,,,,,,,,
2018,24/01/2018,"10,903.40039","11,501.40039","10,639.79981","11,359.40039","11,359.40039","9,940,989,952",,,,,,,,,,
2018,25/01/2018,"11,421.70020","11,785.70020","11,057.40039","11,259.40039","11,259.40039","8,873,169,920",,,,,,,,,,
2018,26/01/2018,"11,256.00000","11,656.70020","10,470.29981","11,171.40039","11,171.40039","9,746,199,552",,,,,,,,,,
2018,27/01/2018,"11,174.90039","11,614.90039","10,989.20020","11,440.70020","11,440.70020","7,583,269,888",,,,,,,,,,
2018,28/01/2018,"11,475.29981","12,040.29981","11,475.29981","11,786.29981","11,786.29981","8,350,360,064",,,,,,,,,,
2018,29/01/2018,"11,755.50000","11,875.59961","11,179.20020","11,296.40039","11,296.40039","7,107,359,744",,,,,,,,,,
2018,30/01/2018,"11,306.79981","11,307.20020","10,036.20020","10,106.29981","10,106.29981","8,637,859,840",,,,,,,,,,
2018,31/01/2018,"10,108.20020","10,381.59961","9,777.41992","10,221.09961","10,221.09961","8,041,160,192",,,,,,,,,,
2018,01/02/2018,"10,237.29981","10,288.79981","8,812.28027","9,170.54004","9,170.54004","9,959,400,448",,,,,,,,,,
2018,02/02/2018,"9,142.28027","9,142.28027","7,796.49023","8,830.75000","8,830.75000","12,726,899,712",,,,,,,,,,
2018,03/02/2018,"8,852.12012","9,430.75000","8,251.62988","9,174.91016","9,174.91016","7,263,790,080",,,,,,,,,,
2018,04/02/2018,"9,175.70020","9,334.87012","8,031.22022","8,277.00977","8,277.00977","7,073,549,824",,,,,,,,,,
2018,05/02/2018,"8,270.54004","8,364.83984","6,756.68018","6,955.27002","6,955.27002","9,285,289,984",,,,,,,,,,
2018,06/02/2018,"7,051.75000","7,850.70020","6,048.25977","7,754.00000","7,754.00000","13,999,800,320",,,,,,,,,,
2018,07/02/2018,"7,755.49023","8,509.11035","7,236.79004","7,621.29981","7,621.29981","9,169,280,000",,,,,,,,,,
2018,08/02/2018,"7,637.85986","8,558.76953","7,637.85986","8,265.58984","8,265.58984","9,346,750,464",,,,,,,,,,
2018,09/02/2018,"8,271.83984","8,736.98047","7,884.70996","8,736.98047","8,736.98047","6,784,820,224",,,,,,,,,,
2018,10/02/2018,"8,720.08008","9,122.54981","8,295.46973","8,621.90039","8,621.90039","7,780,960,256",,,,,,,,,,
2018,11/02/2018,"8,616.12988","8,616.12988","7,931.10010","8,129.97022","8,129.97022","6,122,189,824",,,,,,,,,,
2018,12/02/2018,"8,141.43018","8,985.91992","8,141.43018","8,926.57031","8,926.57031","6,256,439,808",,,,,,,,,,
2018,13/02/2018,"8,926.71973","8,958.46973","8,455.41016","8,598.30957","8,598.30957","5,696,719,872",,,,,,,,,,
2018,14/02/2018,"8,599.91992","9,518.54004","8,599.91992","9,494.62988","9,494.62988","7,909,819,904",,,,,,,,,,
2018,15/02/2018,"9,488.32031","10,234.79981","9,395.58008","10,166.40039","10,166.40039","9,062,540,288",,,,,,,,,,
2018,16/02/2018,"10,135.70020","10,324.09961","9,824.82031","10,233.90039","10,233.90039","7,296,159,744",,,,,,,,,,
2018,17/02/2018,"10,207.50000","11,139.50000","10,149.40039","11,112.70020","11,112.70020","8,660,880,384",,,,,,,,,,
2018,18/02/2018,"11,123.40039","11,349.79981","10,326.00000","10,551.79981","10,551.79981","8,744,009,728",,,,,,,,,,
2018,19/02/2018,"10,552.59961","11,273.79981","10,513.20020","11,225.29981","11,225.29981","7,652,089,856",,,,,,,,,,
2018,20/02/2018,"11,231.79981","11,958.50000","11,231.79981","11,403.70020","11,403.70020","9,926,540,288",,,,,,,,,,
2018,21/02/2018,"11,372.20020","11,418.50000","10,479.09961","10,690.40039","10,690.40039","9,405,339,648",,,,,,,,,,
2018,22/02/2018,"10,660.40039","11,039.09961","9,939.08984","10,005.00000","10,005.00000","8,040,079,872",,,,,,,,,,
2018,23/02/2018,"9,937.07031","10,487.29981","9,734.55957","10,301.09961","10,301.09961","7,739,500,032",,,,,,,,,,
2018,24/02/2018,"10,287.70020","10,597.20020","9,546.96973","9,813.07031","9,813.07031","6,917,929,984",,,,,,,,,,
2018,25/02/2018,"9,796.41992","9,923.21973","9,407.05957","9,664.73047","9,664.73047","5,706,939,904",,,,,,,,,,
2018,26/02/2018,"9,669.42969","10,475.00000","9,501.73047","10,366.70020","10,366.70020","7,287,690,240",,,,,,,,,,
2018,27/02/2018,"10,393.90039","10,878.50000","10,246.09961","10,725.59961","10,725.59961","6,966,179,840",,,,,,,,,,
2018,28/02/2018,"10,687.20020","11,089.79981","10,393.09961","10,397.90039","10,397.90039","6,936,189,952",,,,,,,,,,
2018,01/03/2018,"10,385.00000","11,052.29981","10,352.70020","10,951.00000","10,951.00000","7,317,279,744",,,,,,,,,,
2018,02/03/2018,"10,977.40039","11,189.00000","10,850.09961","11,086.40039","11,086.40039","7,620,590,080",,,,,,,,,,
2018,03/03/2018,"11,101.90039","11,528.20020","11,002.40039","11,489.70020","11,489.70020","6,690,570,240",,,,,,,,,,
2018,04/03/2018,"11,497.40039","11,512.59961","11,136.09961","11,512.59961","11,512.59961","6,084,149,760",,,,,,,,,,
2018,05/03/2018,"11,532.40039","11,704.09961","11,443.90039","11,573.29981","11,573.29981","6,468,539,904",,,,,,,,,,
2018,06/03/2018,"11,500.09961","11,500.09961","10,694.29981","10,779.90039","10,779.90039","6,832,169,984",,,,,,,,,,
2018,07/03/2018,"10,803.90039","10,929.50000","9,692.12012","9,965.57031","9,965.57031","8,797,910,016",,,,,,,,,,
2018,08/03/2018,"9,951.44043","10,147.40039","9,335.87012","9,395.00977","9,395.00977","7,186,089,984",,,,,,,,,,
2018,09/03/2018,"9,414.69043","9,466.34961","8,513.03027","9,337.54981","9,337.54981","8,704,190,464",,,,,,,,,,
2018,10/03/2018,"9,350.58984","9,531.32031","8,828.46973","8,866.00000","8,866.00000","5,386,319,872",,,,,,,,,,
2018,11/03/2018,"8,852.78027","9,711.88965","8,607.12012","9,578.62988","9,578.62988","6,296,370,176",,,,,,,,,,
2018,12/03/2018,"9,602.92969","9,937.50000","8,956.42969","9,205.12012","9,205.12012","6,457,399,808",,,,,,,,,,
2018,13/03/2018,"9,173.04004","9,470.37988","8,958.19043","9,194.84961","9,194.84961","5,991,139,840",,,,,,,,,,
2018,14/03/2018,"9,214.65039","9,355.84961","8,068.58984","8,269.80957","8,269.80957","6,438,230,016",,,,,,,,,,
2018,15/03/2018,"8,290.75977","8,428.34961","7,783.04981","8,300.86035","8,300.86035","6,834,429,952",,,,,,,,,,
2018,16/03/2018,"8,322.91016","8,585.15039","8,005.31006","8,338.34961","8,338.34961","5,289,379,840",,,,,,,,,,
2018,17/03/2018,"8,321.91016","8,346.53027","7,812.81982","7,916.87988","7,916.87988","4,426,149,888",,,,,,,,,,
2018,18/03/2018,"7,890.52002","8,245.50977","7,397.99023","8,223.67969","8,223.67969","6,639,190,016",,,,,,,,,,
2018,19/03/2018,"8,344.12012","8,675.87012","8,182.39990","8,630.65039","8,630.65039","6,729,110,016",,,,,,,,,,
2018,20/03/2018,"8,619.66992","9,051.01953","8,389.88965","8,913.46973","8,913.46973","6,361,789,952",,,,,,,,,,
2018,21/03/2018,"8,937.48047","9,177.37012","8,846.33008","8,929.28027","8,929.28027","6,043,129,856",,,,,,,,,,
2018,22/03/2018,"8,939.44043","9,100.70996","8,564.90039","8,728.46973","8,728.46973","5,530,390,016",,,,,,,,,,
2018,23/03/2018,"8,736.25000","8,879.62012","8,360.62012","8,879.62012","8,879.62012","5,954,120,192",,,,,,,,,,
2018,24/03/2018,"8,901.95020","8,996.17969","8,665.70020","8,668.12012","8,668.12012","5,664,600,064",,,,,,,,,,
2018,25/03/2018,"8,612.80957","8,682.00977","8,449.09961","8,495.78027","8,495.78027","4,569,880,064",,,,,,,,,,
2018,26/03/2018,"8,498.46973","8,530.08008","7,921.43018","8,209.40039","8,209.40039","5,921,039,872",,,,,,,,,,
2018,27/03/2018,"8,200.00000","8,232.78027","7,797.27979","7,833.04004","7,833.04004","5,378,250,240",,,,,,,,,,
2018,28/03/2018,"7,836.83008","8,122.89014","7,809.16992","7,954.47998","7,954.47998","4,935,289,856",,,,,,,,,,
2018,29/03/2018,"7,979.06982","7,994.33008","7,081.37988","7,165.70020","7,165.70020","6,361,229,824",,,,,,,,,,
2018,30/03/2018,"7,171.45020","7,276.66016","6,683.93018","6,890.52002","6,890.52002","6,289,509,888",,,,,,,,,,
2018,31/03/2018,"6,892.47998","7,207.85010","6,863.52002","6,973.52979","6,973.52979","4,553,269,760",,,,,,,,,,
2018,01/04/2018,"7,003.06006","7,060.95020","6,526.87012","6,844.22998","6,844.22998","4,532,100,096",,,,,,,,,,
2018,02/04/2018,"6,844.85986","7,135.47022","6,816.58008","7,083.79981","7,083.79981","4,333,440,000",,,,,,,,,,
2018,03/04/2018,"7,102.25977","7,530.93994","7,072.49023","7,456.10986","7,456.10986","5,499,700,224",,,,,,,,,,
2018,04/04/2018,"7,456.41016","7,469.87988","6,803.87988","6,853.83984","6,853.83984","4,936,000,000",,,,,,,,,,
2018,05/04/2018,"6,848.64990","6,933.81982","6,644.79981","6,811.47022","6,811.47022","5,639,320,064",,,,,,,,,,
2018,06/04/2018,"6,815.95996","6,857.49023","6,575.00000","6,636.31982","6,636.31982","3,766,810,112",,,,,,,,,,
2018,07/04/2018,"6,630.50977","7,050.54004","6,630.50977","6,911.08984","6,911.08984","3,976,610,048",,,,,,,,,,
2018,08/04/2018,"6,919.97998","7,111.56006","6,919.97998","7,023.52002","7,023.52002","3,652,499,968",,,,,,,,,,
